NOTATION,INSP_AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,Neighborhood
KEEP THE BUILDING VACANT,480,1621,FAIRFAX AV                      ,ORDERS  ,CBHCODE ,  ,1621 FAIRFAX AV,VACANT  ,N,1408364,419645,'005500040037      ,17
CONDEMNATION,480,1824,FAIRFAX AV                      ,HAZARD  ,CBHCODE ,  ,1824 FAIRFAX AV,VACANT  ,N,1409408,419689,'005400010028      ,17
KEEP THE BUILDING VACANT,500,1825,FAIRFAX AV                      ,ORDERS  ,CBHCODE ,  ,1825 FAIRFAX AV,VACANT  ,N,1409441,419529,'005400010054      ,17
CONDEMNATION,480,1872,FAIRFAX AV                      ,HAZARD  ,CBHCODE ,  ,1872 FAIRFAX AV,VACANT  ,N,1410035,419626,'005400010044      ,17
CONDEMNATION,480,3129,FAIRFIELD AV                    ,ORDERS  ,CBHCODE ,  ,3129 FAIRFIELD AV,VACANT  ,N,1409120,419352,'005400010073      ,17
KEEP THE BUILDING VACANT,480,3129,FAIRFIELD AV                    ,ORDERS  ,CBHCODE ,  ,3129 FAIRFIELD AV,VACANT  ,N,1409120,419352,'005400010073      ,17
CONDEMNATION,480,3326,FAIRFIELD AV                    ,FINLNOTC,CBHCODE ,  ,3326 FAIRFIELD AV,VACANT  ,N,1409297,420671,'005400040037      ,17
KEEP THE BUILDING VACANT,470,3343,FAIRFIELD AV                    ,ORDERS  ,CBHCODE ,  ,3343 FAIRFIELD AV,VACANT  ,N,1409181,420916,'005400050127      ,17
CONDEMNATION,470,3349,FAIRFIELD AV                    ,CIVIL1  ,CBHCODE ,  ,3349 FAIRFIELD AV,VACANT  ,N,1409184,420987,'005400050123      ,17
CONDEMNATION,480,3224,GILBERT AV                      ,HAZARD  ,CBHCODE ,  ,3224 GILBERT AV,VACANT  ,N,1407537,420030,'005500010060      ,17
CONDEMNATION,480,3228,GILBERT AV                      ,ORDERS  ,CBHCODE ,  ,3228 GILBERT AV,VACANT  ,N,1407618,420003,'005500010062      ,17
CONDEMNATION,480,3234,GILBERT AV                      ,PREPROS ,CBHCODE ,  ,3234 GILBERT AV,VACANT  ,N,1407723,420018,'005500010064      ,17
CONDEMNATION,500,1521,GILPIN AV                       ,PREPROS ,CBHCODE ,  ,1521 GILPIN AV,VACANT  ,N,1407583,418649,'005500020016      ,17
CONDEMNATION,480,3314,GRAYDON AV                      ,ORDERS  ,CBHCODE ,  ,3314 GRAYDON AV,VACANT  ,N,1409957,420494,'005400040094      ,17
KEEP THE BUILDING VACANT,470,3449,GREENLAWN AV                    ,FINLNOTC,CBHCODE ,  ,3449 GREENLAWN AV,VACANT  ,N,1408699,421949,'005800050035      ,17
KEEP THE BUILDING VACANT,500,3035,HACKBERRY ST                    ,PREPROS ,CBHCODE ,  ,3035 HACKBERRY ST,VACANT  ,N,1408385,418763,'005500060101      ,17
CONDEMNATION,480,3116,HACKBERRY ST                    ,PREPROS ,CBHCODE ,  ,3116 HACKBERRY ST,VACANT  ,N,1408605,419311,'005500040155      ,17
CONDEMNATION,480,3122,HACKBERRY ST                    ,PREPROS ,CBHCODE ,  ,3122 HACKBERRY ST,VACANT  ,N,1408604,419424,'005500040092      ,17
KEEP THE BUILDING VACANT,480,3129,HACKBERRY ST                    ,PREPROS ,CBHCODE ,  ,3129 HACKBERRY ST,VACANT  ,N,1408435,419517,'005500040200      ,17
KEEP THE BUILDING VACANT,480,3138,HACKBERRY ST                    ,FINLNOTC,CBHCODE ,  ,3138 HACKBERRY ST,VACANT  ,N,1408638,419643,'005500040135      ,17
KEEP THE BUILDING VACANT,480,3211,HACKBERRY ST                    ,ORDERS  ,CBHCODE ,  ,3211 HACKBERRY ST,VACANT  ,N,1408508,419899,'005500040143      ,17
KEEP THE BUILDING VACANT,480,1726,HEWITT AV                       ,PREPROS ,CBHCODE ,  ,1726 HEWITT AV,VACANT  ,N,1409001,420462,'005400050105      ,17
CONDEMNATION,480,1728,HEWITT AV                       ,PREPROS ,CBHCODE ,  ,1728 HEWITT AV,VACANT  ,N,1409028,420459,'005400050106      ,17
CONDEMNATION,480,1730,HEWITT AV                       ,PREPROS ,CBHCODE ,  ,1730 HEWITT AV,VACANT  ,N,1409054,420455,'005400050107      ,17
CONDEMNATION,480,1734,HEWITT AV                       ,PREPROS ,CBHCODE ,  ,1734 HEWITT AV,VACANT  ,N,1409186,420361,'005400050163      ,17
KEEP THE BUILDING VACANT,480,1815,HEWITT AV                       ,PREPROS ,CBHCODE ,  ,1815 HEWITT AV,VACANT  ,N,1409382,420261,'005400040135      ,17
KEEP THE BUILDING VACANT,480,1817,HEWITT AV                       ,ORDERS  ,CBHCODE ,  ,1817 HEWITT AV,VACANT  ,N,1409423,420260,'005400040136      ,17
CONDEMNATION,480,1828,HEWITT AV                       ,ORDERS  ,CBHCODE ,  ,1828 HEWITT AV,VACANT  ,N,1409664,420392,'005400040080      ,17
CONDEMNATION,480,1835,HEWITT AV                       ,PREPROS ,CBHCODE ,  ,1835 HEWITT AV,VACANT  ,N,1409623,420236,'005400040140      ,17
KEEP THE BUILDING VACANT,480,1945,HEWITT AV                       ,HAZARD  ,CBHCODE ,  ,1945 HEWITT AV,VACANT  ,N,1410887,420111,'005400030075      ,17
CONDEMNATION,490,3310,HEWITT CRESCENT ST              ,PREPROS ,CBHCODE ,  ,3310 HEWITT CRESCENT ST,VACANT  ,N,1411870,420204,'005300030098      ,17
KEEP THE BUILDING VACANT,490,3315,HEWITT CRESCENT ST              ,PREPROS ,CBHCODE ,  ,3315 HEWITT CRESCENT ST,VACANT  ,N,1411805,420278,'005300030094      ,17
KEEP THE BUILDING VACANT,480,1731,HOLLOWAY AV                     ,FINLNOTC,CBHCODE ,  ,1731 HOLLOWAY AV,VACANT  ,N,1408896,420819,'005400050100      ,17
KEEP THE BUILDING VACANT,470,1830,HURON AV                        ,PREPROS ,CBHCODE ,  ,1830 HURON AV,VACANT  ,N,1409595,421003,'005400040007      ,17
CONDEMNATION,470,1834,HURON AV                        ,HAZARD  ,CBHCODE ,  ,1834 HURON AV,VACANT  ,N,1409648,420996,'005400040008      ,17
CONDEMNATION,470,1840,HURON AV                        ,FINLNOTC,CBHCODE ,  ,1840 HURON AV,VACANT  ,N,1409717,420984,'005400040010      ,17
CONDEMNATION,470,1846,HURON AV                        ,HAZARD  ,CBHCODE ,  ,1846 HURON AV,VACANT  ,N,1409807,421001,'005400040013      ,17
CONDEMNATION,470,1850,HURON AV                        ,CIVIL1  ,CBHCODE ,  ,1850 HURON AV,VACANT  ,N,1409838,420972,'005400040014      ,17
CONDEMNATION,470,1872,HURON AV                        ,CIVIL1  ,CBHCODE ,  ,1872 HURON AV,VACANT  ,N,1410059,420984,'005400040019      ,17
KEEP THE BUILDING VACANT,470,3620,IDLEWILD AV                     ,ORDERS  ,CBHCODE ,  ,3620 IDLEWILD AV,VACANT  ,N,1409144,423359,'005900060154      ,17
KEEP THE BUILDING VACANT,470,3620,IDLEWILD AV                     ,ORDERS  ,CBHCODE ,  ,3620 IDLEWILD AV,VACANT  ,N,1409144,423359,'005900060154      ,17
CONDEMNATION,470,1627,JONATHAN AV                     ,PREPROS ,CBHCODE ,  ,1627 JONATHAN AV,VACANT  ,N,1408644,422249,'005800050010      ,17
CONDEMNATION,470,1654,JONATHAN AV                     ,HAZARD  ,CBHCODE ,  ,1654 JONATHAN AV,VACANT  ,N,1409232,422317,'005800060014      ,17
CONDEMNATION,480,1702,KINNEY AV                       ,HAZARD  ,CBHCODE ,  ,1702 KINNEY AV,VACANT  ,N,1408671,420135,'005400050065      ,17
CONDEMNATION,480,1709,KINNEY AV                       ,ORDERS  ,CBHCODE ,  ,1709 KINNEY AV,VACANT  ,N,1408735,419948,'005500040119      ,17
KEEP THE BUILDING VACANT,480,1711,KINNEY AV                       ,PREPROS ,CBHCODE ,  ,1711 KINNEY AV,VACANT  ,N,1408767,419949,'005500040120      ,17
KEEP THE BUILDING VACANT,480,1724,KINNEY AV                       ,ORDERS  ,CBHCODE ,  ,1724 KINNEY AV,VACANT  ,N,1408945,420121,'005400050074      ,17
KEEP THE BUILDING VACANT,480,1732,KINNEY AV                       ,ORDERS  ,CBHCODE ,  ,1732 KINNEY AV,VACANT  ,N,1409040,420081,'005400050075      ,17
CONDEMNATION,480,1820,KINNEY AV                       ,PREPROS ,CBHCODE ,  ,1820 KINNEY AV,VACANT  ,N,1409446,420061,'005400040171      ,17
CONDEMNATION,480,1840,KINNEY AV                       ,FINLNOTC,CBHCODE ,  ,1840 KINNEY AV,VACANT  ,N,1409712,420031,'005400040164      ,17
CONDEMNATION,480,1850,KINNEY AV                       ,ORDERS  ,CBHCODE ,  ,1850 KINNEY AV,VACANT  ,N,1409856,420024,'005400040161      ,17
KEEP THE BUILDING VACANT,480,1868,KINNEY AV                       ,PREPROS ,CBHCODE ,  ,1868 KINNEY AV,VACANT  ,N,1410090,419982,'005400040156      ,17
KEEP THE BUILDING VACANT,480,1941,KINNEY AV                       ,PREPROS ,CBHCODE ,  ,1941 KINNEY AV,VACANT  ,N,1410783,419747,'005400020011      ,17
CONDEMNATION,480,1961,KINNEY AV                       ,ORDERS  ,CBHCODE ,  ,1961 KINNEY AV,VACANT  ,N,1411056,419718,'005400020034      ,17
KEEP THE BUILDING VACANT,480,1980,KINNEY AV                       ,ORDERS  ,CBHCODE ,  ,1980 KINNEY AV,VACANT  ,N,1411295,419845,'005400030078      ,17
CONDEMNATION,480,1506,MERRIMAC ST                     ,PREPROS ,CBHCODE ,  ,1506 MERRIMAC ST,VACANT  ,N,1407490,419501,'005500020068      ,17
CONDEMNATION,480,1518,MERRIMAC ST                     ,PREPROS ,CBHCODE ,  ,1518 MERRIMAC ST,VACANT  ,N,1407606,419506,'005500020071      ,17
CONDEMNATION,480,3341,MONTGOMERY RD                   ,HAZARD  ,CBHCODE ,  ,3341 MONTGOMERY RD,VACANT  ,N,1408497,420950,'005400050051      ,17
CONDEMNATION,470,3445,MONTGOMERY RD                   ,HAZARD  ,CBHCODE ,  ,3445 MONTGOMERY RD,VACANT  ,N,1408980,421770,'005800050096      ,17
KEEP THE BUILDING VACANT,470,3501,MONTGOMERY RD                   ,ORDERS  ,CBHCODE ,  ,3501 MONTGOMERY RD,VACANT  ,N,1409377,422290,'005800060007      ,17
KEEP THE BUILDING VACANT,470,3604,MONTGOMERY RD                   ,ORDERS  ,CBHCODE ,  ,3604 MONTGOMERY RD,VACANT  ,N,1410163,423064,'005800040024      ,17
CONDEMNATION,470,3616,MONTGOMERY RD                   ,PREPROS ,CBHCODE ,  ,3616 MONTGOMERY RD,VACANT  ,N,1410216,423120,'005800040104      ,17
CONDEMNATION,500,1612,NEILSON PL                      ,ORDERS  ,CBHCODE ,  ,1612 NEILSON PL,VACANT  ,N,1408137,418995,'005500040175      ,17
KEEP THE BUILDING VACANT,470,3551,NEWTON AV                       ,ORDERS  ,CBHCODE ,  ,3551 NEWTON AV,VACANT  ,N,1409312,422973,'005900060026      ,17
KEEP THE BUILDING VACANT,470,3554,NEWTON AV                       ,ORDERS  ,CBHCODE ,  ,3554 NEWTON AV,VACANT  ,N,1409449,423004,'005900060070      ,17
CONDEMNATION,500,3044,OBRYON ST                       ,PREPROS ,CBHCODE ,  ,3044 OBRYON ST,VACANT  ,N,1412330,419005,'005300040128      ,17
CONDEMNATION,500,3060,OBRYON ST                       ,ORDERS  ,CBHCODE ,  ,3060 OBRYON ST,VACANT  ,N,1412323,419171,'005300040206      ,17
CONDEMNATION,470,1509,RUTH AV                         ,PREPROS ,CBHCODE ,  ,1509 RUTH AV,VACANT  ,N,1407314,421008,'005400060104      ,17
CONDEMNATION,470,1511,RUTH AV                         ,HAZARD  ,CBHCODE ,  ,1511 RUTH AV,VACANT  ,N,1407351,421004,'005400060049      ,17
CONDEMNATION,470,1520,RUTH AV                         ,ORDERS  ,CBHCODE ,  ,1520 RUTH AV,VACANT  ,N,1407440,421147,'005400060102      ,17
KEEP THE BUILDING VACANT,470,1540,RUTH AV                         ,ORDERS  ,CBHCODE ,  ,1540 RUTH AV,VACANT  ,N,1407745,421107,'005400060036      ,17
CONDEMNATION,470,1553,RUTH AV                         ,ORDERS  ,CBHCODE ,  ,1553 RUTH AV,VACANT  ,N,1407882,420921,'005400060062      ,17
CONDEMNATION,470,1557,RUTH AV                         ,FINLNOTC,CBHCODE ,  ,1557 RUTH AV,VACANT  ,N,1407926,420928,'005400060063      ,17
CONDEMNATION,480,1603,RUTH AV                         ,CIVIL1  ,CBHCODE ,  ,1603 RUTH AV,VACANT  ,N,1408233,420892,'005400050042      ,17
CONDEMNATION,480,1616,RUTH AV                         ,HAZARD  ,CBHCODE ,  ,1616 RUTH AV,VACANT  ,N,1408431,421028,'005400050050      ,17
KEEP THE BUILDING VACANT,480,3323,SPOKANE AV                      ,PREPROS ,CBHCODE ,  ,3323 SPOKANE AV,VACANT  ,N,1409484,420659,'005400040041      ,17
CONDEMNATION,480,3333,SPOKANE AV                      ,ORDERS  ,CBHCODE ,  ,3333 SPOKANE AV,VACANT  ,N,1409500,420775,'005400040032      ,17
KEEP THE BUILDING VACANT,470,1526,ST LEGER PL                     ,ORDERS  ,CBHCODE ,  ,1526 ST LEGER PL,VACANT  ,N,1407463,420808,'005400060098      ,17
CONDEMNATION,470,1537,ST LEGER PL                     ,HAZARD  ,CBHCODE ,  ,1537 ST LEGER PL,VACANT  ,N,1407544,420602,'005400060085      ,17
CONDEMNATION,470,3433,TRIMBLE AV                      ,ORDERS  ,CBHCODE ,  ,3433 TRIMBLE AV,VACANT  ,N,1410632,421162,'005700050063      ,17
KEEP THE BUILDING VACANT,470,3433,TRIMBLE AV                      ,ORDERS  ,CBHCODE ,  ,3433 TRIMBLE AV,VACANT  ,N,1410632,421162,'005700050063      ,17
KEEP THE BUILDING VACANT,470,3437,TRIMBLE AV                      ,PREPROS ,CBHCODE ,  ,3437 TRIMBLE AV,VACANT  ,N,1410640,421240,'005700050061      ,17
CONDEMNATION,470,3611,TRIMBLE AV                      ,PREPROS ,CBHCODE ,  ,3611 TRIMBLE AV,VACANT  ,N,1410808,423095,'005800030034      ,17
KEEP THE BUILDING VACANT,490,3431,WABASH AV                       ,PREPROS ,CBHCODE ,  ,3431 WABASH AV,VACANT  ,N,1411269,421106,'005700050143      ,17
KEEP THE BUILDING VACANT,480,3212,WOLD AV                         ,HAZARD  ,CBHCODE ,  ,3212 WOLD AV,VACANT  ,N,1410294,419664,'005400020134      ,17
KEEP THE BUILDING VACANT,480,3221,WOLD AV                         ,FINLNOTC,CBHCODE ,  ,3221 WOLD AV,VACANT  ,N,1410179,419717,'005400010107      ,17
CONDEMNATION,500,3008,WOODBURN AV                     ,HAZARD  ,CBHCODE ,  ,3008 WOODBURN AV,VACANT  ,N,1408034,418473,'005500060085      ,17
CONDEMNATION,500,3010,WOODBURN AV                     ,HAZARD  ,CBHCODE ,  ,3010 WOODBURN AV,VACANT  ,N,1408038,418498,'005500060156      ,17
KEEP THE BUILDING VACANT,500,3026,WOODBURN AV                     ,PREPROS ,CBHCODE ,  ,3026 WOODBURN AV,VACANT  ,N,1408016,418692,'005500060089      ,17
KEEP THE BUILDING VACANT,500,3026,WOODBURN AV                     ,PREPROS ,CBHCODE ,  ,3026 WOODBURN AV,VACANT  ,N,1408016,418692,'005500060089      ,17
KEEP THE BUILDING VACANT,500,3054,WOODBURN AV                     ,ORDERS  ,CBHCODE ,  ,3054 WOODBURN AV,VACANT  ,N,1408019,418998,'005500040159      ,17
CONDEMNATION,470,3309,WOODBURN AV                     ,HAZARD  ,CBHCODE ,  ,3309 WOODBURN AV,VACANT  ,N,1408086,420736,'005400060106      ,17
CONDEMNATION,470,3315,WOODBURN AV                     ,HAZARD  ,CBHCODE ,  ,3315 WOODBURN AV,VACANT  ,N,1408091,420775,'005400060068      ,17
CONDEMNATION,470,3351,WOODBURN AV                     ,PREPROS ,CBHCODE ,  ,3351 WOODBURN AV,VACANT  ,N,1408123,421283,'005400060023      ,17
KEEP THE BUILDING VACANT,470,3476,WOODBURN AV                     ,ORDERS  ,CBHCODE ,  ,3476 WOODBURN AV,VACANT  ,N,1408362,422251,'005800050002      ,17
CONDEMNATION,920,2328,BALTIMORE AV                    ,HAZARD  ,CBHCODE ,  ,2328 BALTIMORE AV,VACANT  ,N,1383939,425815,'022400010069      ,18
KEEP THE BUILDING VACANT,920,2332,BALTIMORE AV                    ,CIVIL1  ,CBHCODE ,  ,2332 BALTIMORE AV,VACANT  ,N,1383936,425879,'022400010070      ,18
KEEP THE BUILDING VACANT,920,1820,HAWKINS AV                      ,ORDERS  ,CBHCODE ,  ,1820 HAWKINS AV,VACANT  ,N,1384962,425663,'022400010003      ,18
KEEP THE BUILDING VACANT,740,8447,ANTHONY WAYNE AV                ,CIVIL2  ,CBHCODE ,  ,8447 ANTHONY WAYNE AV,VACANT  ,N,1412515,449234,'024500010066      ,19
CONDEMNATION,740,8404,DIXIE AV                        ,HAZARD  ,CBHCODE ,  ,8404 DIXIE AV,VACANT  ,N,1412782,448600,'024500010159      ,19
KEEP THE BUILDING VACANT,740,27,FERNDALE AV                     ,FINLNOTC,CBHCODE ,  ,27 FERNDALE AV,VACANT  ,N,1409594,448077,'024500060123      ,19
KEEP THE BUILDING VACANT,740,78,GALBRAITH RD                    ,ORDERS  ,CBHCODE ,E ,78 E GALBRAITH RD,VACANT  ,N,1410230,447727,'024500060012      ,19
KEEP THE BUILDING VACANT,740,81,HILLSDALE AV                    ,FINLNOTC,CBHCODE ,  ,81 HILLSDALE AV,VACANT  ,N,1410419,449379,'024500030051      ,19
KEEP THE BUILDING VACANT,740,296,MYSTIC AV                       ,PREPROS ,CBHCODE ,  ,296 MYSTIC AV,VACANT  ,N,1411681,446632,'024300050023      ,19
CONDEMNATION,740,72,SHEEHAN AV                      ,HAZARD  ,CBHCODE ,  ,72 SHEEHAN AV,VACANT  ,N,1410244,448875,'024500030124      ,19
CONDEMNATION,740,132,SHEEHAN AV                      ,ORDERS  ,CBHCODE ,  ,132 SHEEHAN AV,VACANT  ,N,1411078,448763,'024500020039      ,19
KEEP THE BUILDING VACANT,740,8456,TUSKEGEE LN                     ,CIVIL2  ,CBHCODE ,  ,8456 TUSKEGEE LN,VACANT  ,N,1412798,449320,'024500010119      ,19
VACATE THE BUILDING,740,109,WILDWOOD AV                     ,HAZARD  ,CBHCODEC,  ,109 WILDWOOD AV,VACANT  ,N,1409512,445949,'024400020026      ,19
CONDEMNATION,740,109,WILDWOOD AV                     ,HAZARD  ,CBHCODEC,  ,109 WILDWOOD AV,VACANT  ,N,1409512,445949,'024400020026      ,19
KEEP THE BUILDING VACANT,740,8463,WISWELL ST                      ,ORDERS  ,CBHCODE ,  ,8463 WISWELL ST,VACANT  ,N,1411834,449461,'024500020065      ,19
KEEP THE BUILDING VACANT,740,8378,WOODBINE AV                     ,PREPROS ,CBHCODE ,  ,8378 WOODBINE AV,VACANT  ,N,1411430,448601,'024500050088      ,19
CONDEMNATION,330,2730,COY ST                          ,CIVIL1  ,CBHCODE ,  ,2730 COY ST,VACANT  ,N,1393960,418450,'009800040117      ,7
CONDEMNATION,330,2824,DIGBY AV                        ,CRIMPREP,CBHCODE ,  ,2824 DIGBY AV,VACANT  ,N,1394814,419451,'010100060066      ,7
CONDEMNATION,330,489,SANDHEGER PL                    ,HAZARD  ,CBHCODE ,  ,489 SANDHEGER PL,VACANT  ,N,1394313,419802,'010100060002      ,7
CONDEMNATION,330,2724,WAGNER ST                       ,HAZARD  ,CBHCODE ,  ,2724 WAGNER ST,VACANT  ,N,1393675,418383,'009800040081      ,7
CONDEMNATION,330,2726,WAGNER ST                       ,HAZARD  ,CBHCODE ,  ,2726 WAGNER ST,VACANT  ,N,1393687,418408,'009800040080      ,7
KEEP THE BUILDING VACANT,330,2736,WAGNER ST                       ,CIVIL1  ,CBHCODE ,  ,2736 WAGNER ST,VACANT  ,N,1393688,418533,'009800040075      ,7
CONDEMNATION,610,1329,MICHIGAN AV                     ,HAZARD  ,CBHCODE ,  ,1329 MICHIGAN AV,VACANT  ,N,1417615,419762,'004600050032      ,20
CONDEMNATION,620,2460,OBSERVATORY AV                  ,HAZARD  ,CBHCODE ,  ,2460 OBSERVATORY AV,VACANT  ,N,1414830,420580,'004200010087      ,20
CONDEMNATION,490,3563,POTOMAC AV                      ,ORDERS  ,CBHCODE ,  ,3563 POTOMAC AV,VACANT  ,N,1413375,422233,'004200050052      ,20
KEEP THE BUILDING VACANT,620,2821,ROSELLA AV                      ,ORDERS  ,CBHCODE ,  ,2821 ROSELLA AV,VACANT  ,N,1418685,422514,'004000050085      ,20
CONDEMNATION,710,6826,BANTRY AV                       ,ORDERS  ,CBHCODE ,  ,6826 BANTRY AV,VACANT  ,N,1424978,439924,'012400050065      ,21
CONDEMNATION,710,6214,COLERIDGE AV                    ,ORDERS  ,CBHCODE ,  ,6214 COLERIDGE AV,VACANT  ,N,1427038,437166,'013000050074      ,21
VACATE THE BUILDING,710,6214,COLERIDGE AV                    ,CIVIL1  ,CBHCODE ,  ,6214 COLERIDGE AV,VACANT  ,N,1427038,437166,'013000050074      ,21
KEEP THE BUILDING VACANT,710,6217,COLERIDGE AV                    ,FINLNOTC,CBHCODE ,  ,6217 COLERIDGE AV,VACANT  ,N,1426900,437228,'013000050009      ,21
KEEP THE BUILDING VACANT,710,6047,KENNEDY AV                      ,ORDERS  ,CBHCODE ,  ,6047 KENNEDY AV,VACANT  ,N,1425790,436095,'012900030009      ,21
CONDEMNATION,710,6110,KENNEDY AV                      ,ORDERS  ,CBHCODE ,  ,6110 KENNEDY AV,VACANT  ,N,1425978,436386,'012900040022      ,21
KEEP THE BUILDING VACANT,710,6437,KENNEDY AV                      ,ORDERS  ,CBHCODE ,  ,6437 KENNEDY AV,VACANT  ,N,1426003,438319,'012800030055      ,21
KEEP THE BUILDING VACANT,710,3638,NORTHDALE PL                    ,CIVIL1  ,CBHCODE ,  ,3638 NORTHDALE PL,VACANT  ,N,1426132,436310,'012900040049      ,21
CONDEMNATION,710,3733,ODIN AV                         ,CIVIL1  ,CBHCODE ,  ,3733 ODIN AV,VACANT  ,N,1427575,438223,'013000060040      ,21
KEEP THE BUILDING VACANT,710,3918,ODIN AV                         ,ORDERS  ,CBHCODE ,  ,3918 ODIN AV,VACANT  ,N,1428957,438188,'013000020005      ,21
KEEP THE BUILDING VACANT,710,6453,PACE AV                         ,CIVIL1  ,CBHCODE ,  ,6453 PACE AV,VACANT  ,N,1424722,439590,'012400050232      ,21
KEEP THE BUILDING VACANT,710,3819,ZINSLE AV                       ,ORDERS  ,CBHCODE ,  ,3819 ZINSLE AV,VACANT  ,N,1428075,437461,'013000040007      ,21
CONDEMNATION,710,3928,ZINSLE AV                       ,CIVIL2  ,CBHCODE ,  ,3928 ZINSLE AV,VACANT  ,N,1428891,437489,'013000020077      ,21
CONDEMNATION,710,3964,ZINSLE AV                       ,ORDERS  ,CBHCODE ,  ,3964 ZINSLE AV,VACANT  ,N,1429439,437431,'013000020088      ,21
KEEP THE BUILDING VACANT,590,4401,EASTERN AV                      ,CRIMPREP,CBHCODE ,  ,4401 EASTERN AV,VACANT  ,N,1422719,410702,'002400030156      ,22
CONDEMNATION,590,4409,EASTERN AV                      ,CIVIL2  ,CBHCODE ,  ,4409 EASTERN AV,VACANT  ,N,1422799,410770,'002400030165      ,22
CONDEMNATION,590,4509,EASTERN AV                      ,ORDERS  ,CBHCODE ,  ,4509 EASTERN AV,VACANT  ,N,1423458,411723,'001600010141      ,22
KEEP THE BUILDING VACANT,590,4847,EASTERN AV                      ,CIVIL1  ,CBHCODE ,  ,4847 EASTERN AV,VACANT  ,N,1425334,414822,'001800030045      ,22
KEEP THE BUILDING VACANT,590,4923,EASTERN AV                      ,CIVIL2  ,CBHCODE ,  ,4923 EASTERN AV,VACANT  ,N,1425600,415212,'001800030107      ,22
KEEP THE BUILDING VACANT,590,4711,WILMER CT                       ,ORDERS  ,CBHCODE ,  ,4711 WILMER CT,VACANT  ,N,1425040,412904,'001500020078      ,22
KEEP THE BUILDING VACANT,1080,2113,8TH ST                          ,CIVIL1  ,CBHCODE ,W ,2113 W 8TH ST,VACANT  ,N,1386411,409028,'014900110136      ,23
CONDEMNATION,1080,1332,BOWMAN AV                       ,ORDERS  ,CBHCODE ,  ,1332 BOWMAN AV,VACANT  ,N,1386509,411632,'017200160199      ,23
CONDEMNATION,1100,1428,BOWMAN AV                       ,CRIMINAL,CBHCODE ,  ,1428 BOWMAN AV,VACANT  ,N,1386607,412034,'017200160144      ,23
CONDEMNATION,1100,1436,BOWMAN AV                       ,FINLNOTC,CBHCODE ,  ,1436 BOWMAN AV,VACANT  ,N,1386611,412091,'017200160145      ,23
